RCR;ARK;geo;Services proposés;catalogue_url_ligne;nomrue;commune;codepostal;nometabaff;nometablissement;nomtutelle;Type d'établissement;Code type d'établissement;Heures d'ouverture;Fermeture annuelle;notecondaccess;noteaccessetab;Conditions d'accès;Code Conditions d'accès;Télécopie;Site web;Téléphone;Description des collections;Volumétrie
751052122;/06871/0027827;48.8464406, 2.3551613;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;http://catalogue-bibliotheques.upmc.fr/;4, place Jussieu;Paris;75252;"[""Service Commun de la Documentation (SCD) de l'université Paris 6- Mathématiques Informatique Enseignement (MIE)"", ""PARIS6-BUPMC- Mathématiques Informatique Enseignement (MIE)""]";Université Pierre et Marie Curie. Bibliothèque Universitaire Pierre et Marie Curie * Section Mathématiques Informatique Enseignement;"[""UNIVERSITE PIERRE ET MARIE CURIE (PARIS)"", ""CONSORTIUM COUPERIN""]";Bibliothèque ou institut universitaire;2;Lundi-vendredi : 9h-19h;"Vacances de Noël : 2 semaines ; vacances d'été : 5 semaines de la fin juillet à la fin août";"Accès libre pour la consultation sur place ; prêt à domicile réservé aux étudiants et personnels de l'UPMC et autres lecteurs inscrits. A partir de la première année d'université";;Accès réservé;R;01.44.27.53.71;http://www.jubil.upmc.fr;01.44.27.53.71;Documents (ouvrages, revues, documents électroniques) pour étudiants de niveau licence et master 1 * Propose également un fonds d'insertion professionnelle;
751065213;/06871/00213032;48.8494788, 2.3389495;reproduction,renseignements bibliographiques,catalogue en ligne;http://www.theatre-odeon.fr/fr/documentation/mediatheque/catalogue_en_ligne-p-625.htm;2, Rue Corneille;Paris;75006;Odéon Théâtre de l'Europe.  Médiathèque;Théatre national de l'Odeon.  Médiathèque Jean-Louis Barrault;THEATRE NATIONAL DE L'ODEON;Bibliothèque ou centre de documentation spécialisé;3;La médiathèque est accessible uniquement sur rendez-vous, du lundi au vendredi, de 10h à 18h.;;Elle est ouverte aux chercheurs, aux étudiants, aux metteurs en scène, et plus généralement à toute personne ayant une recherche précise à effectuer concernant l'histoire de l'Odéon;;Accès réservé;R;;http://www.theatre-odeon.fr/fr/documentation/mediatheque/accueil-f-39.htm;01 44 85 40 12;"La médiathèque  est dédiée à la mémoire de l'Odéon, à son histoire architecturale et artistique.
A ce titre, elle conserve des photographies de spectacles, des captations vidéo, des revues de presse, des programmes et affiches et toutes autres archives liées aux spectacles, et ce de manière systématique depuis 1983, date de création du Théâtre de l'Europe.Ces archives contiennent :critiques et articles de presse, programmes des spectacles, photos des spectacles, dossiers de presse, dossiers de production, correspondances, archives vidéo (archives de spectacles, interview...), archives sonores (lectures, conférences, colloques, débats...).
L'Odéon conserve l'inventaire des archives de l'Odéon aux Archives nationales.
Outre les archives du théâtre, la médiathèque met à disposition, en libre accès, environ 8 000 ouvrages imprimés consacrés au théâtre. Une bonne part de ces ouvrages proviennent de la vente publique de la bibliothèque de Jean-Louis Barrault et Madeleine Renaud, en 1995.
La médiathèque développe également un fonds consacré à l'histoire du théâtre européen, ses auteurs et metteurs en scène.";
751192302;/06871/00213322;48.8934879, 2.3812082;consultation sur place,reproduction,prêt entre bibliothèques,catalogue en ligne,accès bases de données externes;;144, avenue de Flandre;Paris;75019;ENSAPLV Documentation;Ecole nationale supérieure d'architecture de Paris La Villette;FRANCE (MINISTERE DE LA CULTURE ET DE LA COMMUNICATION, DIRECTION GENERALE DES PATRIMOINES);Bibliothèque ou institut universitaire;2;Lundi, Mardi, Jeudi, Vendredi 11h-18h30 * Mercredi 14h30-18h30;Vacances de Noël, Pâques et tout le mois d'août;;;Tous publics;T;01-44-65-23-01;http://www.paris-lavillette.archi.fr;01-44-65-23-36/23-37;;
940112301;/06871/00212265;48.76582, 2.485396;consultation sur place,prêt à domicile,renseignements bibliographiques,catalogue en ligne;http://athena.u-pec.fr/;Rue Jean Macé;Bonneuil-sur-Marne;94861;ESPE de Créteil;École Supérieure du Professorat et de l’Éducation de l'académie de Créteil;UNIVERSITE PARIS-EST CRETEIL VAL DE MARNE;Bibliothèque ou institut universitaire;2;Du lundi au jeudi : 9h-18h;Une semaine à Noël, 4 semaines en août;Réservé aux étudiants, aux enseignants et aux lecteurs autorisés;;;;01.49.56.37.64;http://bibliotheque.u-pec.fr/vos-bibliotheques/espe/;01.49.56.37.78 / 07;;
786465301;;48.7952288, 2.1194258;consultation sur place,prêt à domicile,réservation de documents,catalogue en ligne;https://catholique78.centredoc.fr/;24, rue du Maréchal Joffre;Versailles;78000;Grand séminaire de Versailles;Bibliothèque diocésaine;EGLISE CATHOLIQUE (DIOCESE, VERSAILLES);Bibliothèque cultuelle;6;"Lundi et mercredi  : 13h30-17h30 ; jeudi : 9h30-12h30 et 13h30-17h30 ; vendredi : 9h30-12h30";mardi et vacances scolaires;Bibliothèque ouverte à tous, particulièrement adaptée aux personnes qui suivent des formations théologiques, aux étudiants et chercheurs spécialisés dans les disciplines philosophiques ou religieuses.;;Tous publics;T;;https://www.catholique78.fr/services/bibliotheque/;01.30.97.68.16;Plus de 40 000 volumes;
751055210;/06871/0029723;48.8433967, 2.3446287;prêt entre bibliothèques,réservation de documents;;26, rue d'Ulm;Paris;75248;;Institut Curie. Bibliothèque;INSTITUT CURIE (PARIS);Bibliothèque ou centre de documentation spécialisé;3;Accès strictement réservé au personnel de l'Institut;pas de fermeture;Réservé, Sur autorisation du directeur;;Accès réservé;R;;http://curie.fr/fr;01.56.24.56.14;La bibliothèque ne dispose plus désormais que d'une collection de périodiques sous forme électronique;
751132311;/06871/00214055;48.8307728, 2.3524239;consultation sur place,prêt à domicile,reproduction,catalogue en ligne;https://bibliotheques-specialisees.paris.fr/in/faces/homeInBook.xhtml;18, boulevard Auguste-Blanqui;Paris;75013;;Ecole Estienne. Bibliothèque patrimoniale;RESEAU DES BIBLIOTHEQUES LA VILLE DE PARIS;Bibliothèque médiathèque municipale ou intercommunale;1;"Lundi et mercredi : 9h30 › 13h30 et 15h › 18h30
Mardi et jeudi : 13h › 17h
Vendredi : 9h30 › 14h30";Vacances scolaires;"Pour les personnels, enseignants, étudiants : accès et consultation libres, possibilité d’emprunter une partie des collections sur présentation de la carte des bibliothèques spécialisées de la Ville de Paris, inscription sur place.
Pour les personnes extérieures à l’école : consultation sur place uniquement, sur rendez-vous.";;Tous publics;T;;http://www.ecole-estienne.paris/ecole/la-bibliotheque-patrimoniale/;01 55 43 47 47;"Le fonds  est composé d’ouvrages professionnels, manuels techniques sur l’imprimerie et la chaîne graphique en général, la gravure, l’estampe ou la reliure, ainsi que des ouvrages sur l’écriture et le tracé de la lettre.
Certains sont très anciens, comme la Panchrestographie de Jean de Beaugrand (manuel d’écriture destiné au Dauphin, futur Louis XIII, gravé par Firens, en 1604), le Traité des manières de graver d’Abraham Bosse (1701) ou La Science pratique de l’imprimerie de Fertel (1723). Un enrichissement a eu lieu dans les années 1950-1960, lorsque Robert Ranc était proviseur.
Des albums généraux et des catalogues de fonderies de caractères depuis le XVIIIe siècle jusqu’au milieu du XXe siècle, sont venus s’ajouter, au fil du temps. Parmi ceux-ci les Caractères de l’imprimerie, nouvellement gravés de Fournier le jeune (1742), des imprimés des Didot, les célèbres Divertissements typographiques de la fonderie Deberny et Peignot (1927-1932) jusqu’aux albums du Studio Hollenstein (dans les années 1970) pour la photocomposition.
La richesse du fonds provient également d’un large recueil d’ouvrages de bibliophilie, qui vont d’une remarquable collection d’incunables à quelques prouesses typographiques des dernières décennies.
L’effort d’édition a longtemps été l’une des particularités de l’école Estienne. Certaines publications étaient occasionnelles : cours magistraux, plaquettes scientifiques, documents officiels parmi lesquels cartes et diplômes abondent. 
Les cahiers de l’institut professionnel de recherches et d’études des Industries graphiques faisaient l’objet d’un travail de caractère régulier et exceptionnel. D’autres publications étaient annuelles : Cahiers d’Estienne, Typos d’Estienne, Almanach d’Estienne, Inédits d’Estienne.";"Histoire du livre, de l’édition et de l’imprimerie, graphisme, gravure, reliure, typographie, dessins, calligraphie, histoire de l’art, catalogues de spécimens de caractères.

3 000 ouvrages contemporains en accès libre
6 000 ouvrages patrimoniaux en consultation sur demande
Collections complètes des Cahiers, Almanachs, Inédits, Éditions, Typographes et Cours magistraux d’Estienne"
930796201;/06871/0027584;48.964056, 2.3441331;consultation sur place,prêt à domicile,reproduction,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne;http://www.mediatheques-plainecommune.fr;52, rue Roger Salengro;Villetaneuse;93430;BIBLIOTHEQUE MUNICIPALE DE VILLETANEUSE;Médiathèque Jean Renaudie;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi : 15h-19h
Mercredi et samedi : 10h-12h / 14h-18h
Jeudi et vendredi : 15h-18h";;;Horaires réduits en juillet et août;Tous publics;T;;http://www.mediatheques-plainecommune.fr;01.48.21.79.99;Collection encyclopédique et multimédia de lecture publique;
751052217;/06871/0028520;48.8410794, 2.2844267;réservation de documents,renseignements bibliographiques;;140 rue de Lourmel;Paris;75015;IMPMC;Institut de minéralogie et de la physique des milieux condensés. Bibliothèque;"[""CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (FRANCE)"", ""UNIVERSITE PIERRE ET MARIE CURIE (PARIS)""]";Bibliothèque ou institut universitaire;2;sur rendez-vous;non communiquée;sur rendez vous;;Accès réservé;R;01.44.27.37.85;http://www.lmcp.jussieu.fr/lmcp/;01.44.27.74.99;-;
915216201;/06871/0027380;48.648636, 2.4016944;consultation sur place,prêt à domicile,catalogue en ligne;http://biblioweb.agglo-evry.fr/ABSYS/abwebp.exe/;Rue du Chateau d'Eau;Ris Orangis;91130;;Médiathèque Elsa Triolet;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi 15h-18h30
Mercredi 10h-12h  et  14h-18h30
Vendredi 15h-18h30     
Samedi 10h-12h et 14h30-18h";;;;Tous publics;T;01.69.02.10.77;http://www.ville-ris-orangis.fr/index2.php;01.69.02.10.70;Collection encyclopédique et multimédia de lecture publique;"Plus de 52 000 documents.
Différents types de documents pour les adultes et les enfants disponibles à la lecture sur place et au prêt : des romans, des ouvrages pratiques, des documentaires, des journaux, des outils interactifs (CD rom, DVD rom), des albums, des contes, des comptines, des bandes dessinées, des CD, des DVD."
940596201;/06871/0027339;48.8111631, 2.5719971;consultation sur place,prêt à domicile,catalogue en ligne;http://www.mediathequeplessis.net/mediathequeplessis.net/;Esplanade du 7 juillet 1899;Le Plessis Trévise;94420;;Médiathèque Jacques Duhamel;;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi  14h30-18h
mercredi 9h30-12h30 et 14h30-18h
jeudi 16h-18h
vendredi  14h30-20h
samedi 9h30-12h30 et 14h30-20h";;;;Tous publics;T;01.45.94.76.57;http://www.mediathequeplessis.net/mediathequeplessis.net/;01.49.62.25.60;Collection encyclopédique et multimédia de lecture publique;
751065106;/06871/00213378;48.8494384, 2.3379231;services aux collectivités;;31 rue de Condé;Paris;75006;CIDAL;Centre d'information et de documentation de l'ambassade d' Allemagne;AMBASSADE D'ALLEMAGNE;Bibliothèque ou centre de documentation spécialisé;3;"lundi, mercredi et vendredi de 11h à 13h et de 14h à 17h ; mardi et jeudi de 14h à 17h.";;Les groupes de 20 à 40 personnes sont accueillis sur rendez-vous les mardis et jeudis de 10h30 à 12h30.;;Tous publics;T;01 45 00 45 27;http://www.cidal.diplo.de;01 44 17 31 31;Fonds documentaire constitué d'informations actuelles, provenant de diverses sources officielles;
751122304;/06871/00214238;48.846113, 2.371317;prêt entre bibliothèques;;15, Boulevard Diderot;Paris;75012;emlyon business school;emlyon business school;;Autres;12;Point info ouvert du lundi au vendredi : 9h30-17h30;En août. Entre Noël et le Jour de l'An;aux étudiants et au personnel d'emlyon business school ainsi qu'aux personnes extérieures inscrites;;Accès réservé;R;;https://learninghub.em-lyon.com;01 53 34 23 73;;
940765101;/06871/00211255;48.796879, 2.359213;consultation sur place,reproduction,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne;https://bibliotheque-archeo.valdemarne.fr;7-9, rue Guy Môquet;Villejuif;94800;;Bibliothèque archéologique Michel Brézillon. Service départemental d'archéologie;VAL-DE-MARNE (CONSEIL DEPARTEMENTAL);Bibliothèque ou centre de documentation spécialisé;3;Lundi au vendredi 9h-18h;;Consultation sur rendez-vous;;Accès réservé;R;01.47.26.16.21;http://www.valdemarne.fr/a-votre-service/culture/loisirs/bibliotheque-archeologique-michel-brezillon;01.47.26.12.36;"De la fouille à la publication scientifique et à l’outil de vulgarisation, un fonds documentaire pluridisciplinaire : 
• Archéologie de la Préhistoire à nos jours 
• Archéologie dans le Val-de-Marne et l’Ile-de-France 
• Sciences connexes (Histoire, Histoire de l’art, Géologie, Paléontologie, Ethnologie, Histoire des techniques Numismatique, Épigraphie....) 
• Méthodes de l’archéologie (prospection, fouille, publication conservation-restauration, analyse de matériaux, technologies...)";Plus de 10 000 documents ainsi qu'une trentaine d'abonnements à des périodiques spécialisés et de vulgarisation.
912282302;/06871/0029021;48.6251231, 2.4428472;prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne,accès bases de données externes;https://catalogue-bibliotheques.imt.fr;9, rue Charles Fourier;Evry;91011;TMSP;Télécom SudParis et Institut Mines-Télécom Business School. Médiathèque;INSTITUT MINES-TELECOM;Autres;12;Lundi, mercredi et  vendredi : 9h-19h30 - Mardi, jeudi : 9h-20h30.Période de vacances scolaires : du lundi au vendredi de 9h à 12h30 et de 14h à 17h15;Vacances de Noël;Les services de la Médiathèque sont réservés aux étudiants et personnels enseignants des écoles.;;Accès réservé;R;01.60.76.43.27;http://mediatheque.tem-tsp.eu//;01.60.76.42.74;"Fonds scientifique et technique (informatique, télécommunications, mathématiques, électronique, optique, traitement du signal, économie, sciences humaines et sociales).

Fonds linguistique et culturel non disponibles pour le PEB.";"20 000 livres en accès libre
200 revues papier
6 000 revues électroniques"
